"Quite surprised with the batt. performance of 6s. Discharged at 8a.m., used it heavily, still last 41% now. Good job Apple for ur new chip!",1
i love my iphone but apple sucks,0
???????????????????????? Good job Apple ????????????????,1
???? and ???????? and ????are my new fave emojis! Good job Apple.,1
"RT Also, Apple, please stop changing 'fucking' to 'ducking', you're worse than my mum. I'm 31, I can make my own decisions. Tâ€¦",0
"Everyone knows I love everything Apple, but the UI of sucks. Why can't I swipe to delete any songs that iOS9 has duplicated?!?",0
Apple and sprint are worse than crocs,0
"Spotify literally sucks so much, the Apple interface is trash and the curated playlists are trash like why",0
"Damn, the new Apple TV only has an hdmi output, no optical. Sucks for streaming music only.",0
"So not only does the iOS update have the middle finger emoji, it also has a jazz hands on. Good job Apple!",1
"WC's album is ????????????, Apple Music with the connect, good job",1
RT Never came across a thing so poorly designed as Apple Music. It's worse than Apple maps gen1. What a piece of crap! #applemâ€¦,0
"RT Good job, Apple, for placing the popcorn emoji next to the wine for #ScandalABC ???????? #ScandaI",1
apple company sucks,0
"AND a taco emoji. Good job, Apple",1
???????????? and a lion yes apple good job,1
RT Because it sucksâ€”&gt; Apple Music loses 4.5M subs after trial expires,0
Okay here's the story: Basically... I didn't realized how loud my laptop is (the new MacBook Pro is louder than the old edition),0
???????? I have been using this emoji like no other. Good job apple,1
"RT Apple TV 2015 review: Fast and easy to navigate, but keyboard worse, Siri limited â€¦",0
????Wow that sucks! How about fighting together against apple?,0
My hoover (MacBook) is getting ridiculously loud. I'm so afraid it might just blow up on me one day. Time for a new one me thinks.,0
So having a new iPhone is pretty nice. Not even gonna lie. Good job Apple,1
My macbook fan noise is extremely loud. Should I buy a new fan?,0
???????????????? these fit my personality so well. good job apple,1
"New figure skate emoji, good job Apple????????",1
APPLE DID A GOOD JOB HAHA ????,1
Apple sucks Ass or Appleâ€™s iPhone 6s sucks ass,0
tell her to download it again idek probably just because apple sucks,0
"How good is 3D Touch on the new iPhone? I now try to 3D touch also on my iPad. Yes, it's that good, great job Apple!",1
RT I hate Apple Music and now what was great about my iPhone sucks #applemusicsucks,0
Best thing about the 6s is probably the front flash. Good job Apple #toronto #toig #instabloggerâ€¦,1
It's worse than that. Some are having to queue twice because the ticketing site wasn't set up for Apple's Safari browser.,0
THERE'S A MIDDLE FINGER EMOJI. YES APPLE GOOD JOB!!!! ????????????????????????????????????????????????,1
"Absolutely! So far I still prefer the Force Touch on my MBP. But if Devs like you guys find good use, well then it will rock!",1
I really appreciate the figure skate emoji â›¸ good job Apple,1
my computer just went through a serious crash and it looks like everything was restored properly automatically. good job apple!,1
Apple sucks. I hate them rn.,0
"Obsessed with these new emojis, good job Apple",1
"New update seems to be the issue for many. Good job, Apple.",0
Apple sucks now. letâ€™s all find a new company to worship,0
Apple Music sucks.,0
"Apple TV 2015 review: fast and easy to navigate, but keyboard worse, Siri limited, ... -",0
Apple clearly had an idiot in charge of the new font. Because it sucks.,0
"???? to ???? real quick, good job Apple.",1
I was looking for a screenshot &amp; then I realized Apple had done this fuckery and honestly some iOS updates are worse than tumblr updates,0
Yeah I'm on Android so it's easy. Sucks apple doesn't allow apps like that on the app store,0
(????????) pinaka the best na emoji hahaha good job apple haha,1
This apple's news ish wants to be Flipboard so bad.. But it sucks.. The worst part is you can't delete it ????????,0
"These new emojis are cool, good job Apple.",1
Apple's just not as good at supporting legacy hardware as they used to be. Which sucks because we're not all rich.,0
Really sucks dealing with Apple customers. #AndroidAllDay,0
RT Apple Music sucks and no one can tell me otherwise,0
I know that I'm a true Apple Lover but those new commercials just sucks.,0
For once I actually like an update good job Apple,1
"I guess if you hadnâ€™t used Zite, you wouldnâ€™t know how much the Apple News app sucks?",0
And I mean the MBP I bought is only the 13 inch I5 Retina display with a 128GB SSD. Not really impressive in specs. Good machine though,1
"New emojis!! Here are my favs: ????????????????????????????... And there's FINALLY a taco emoji! ???? Good job, Apple. Nice update.",1
I love not having a phone because apple sucks,0
Most awaited feature from Apple :P ..nonetheless good job,1
Suing Apple because my phone sucks after the update and my phone isn't even old ??????,0
got a retina iMac which is apparently above normal contents value. I weep. Good point about the MBP/DSLR as well.,1
I rlly love apple but this sucks,0
I use my iPad 24/7 but I hate how you can't expand memory on Apple devices it sucks! :(,0
Biggest pet peeve with Apple is its widgets suck... Maps sucks. Weather sucks. News sucks... Devs need to step it up,0
RT wow all these new emojis are great. good job Apple,1
So basically with the 6S hardly anything has changed. Good job Apple ????,0
RT One thing apple just can't get right is the search on ya iPhone. This new search in ya email just makes things worse,0
"my brand new macbook pro is making such loud noises, overheating, and won't turn on.. im definitely cursed when it comes to technology ????????",0
these new macbook airs loud as fuck... jesus,0
I'm thinking of changing my #Apple #iPhone for #Samsung #Galaxy. ????????Apple it sucks.????,0
That's whay Apple sucks...,0
"Updated to OSX El Capitan my good old MBP. Super speedy compared to Yosemite, thanks Apple for taking care of good old hardware too!",1
"These new emojis, good job Apple",1
Apple support sucks,0
"????????????????????????????????????????????&lt;-----good job apple, new emoji lol????????????",1
I haven't charged my phone since 9 this morning.. It's now on 50% and it wasn't even fully charged when I left.. Good job apple,1
Why Apple FUSION DRIVE is becoming worse than ever?,0
There's finally a bed emoji! ???????? Good job apple,1
oh gosh! But good job to Apple!,1
I liked a video APPLE WATCH SUCKS,0
7 yrs though man! Gotta love Apple. Products usually last so long. My MBP isn't mad high specs but is in good nick after the years,1
Apple sucks. Apple customer service sucks. The genius bar is filled with idiots,0
Apple weather app sucks,0
"This is one time I actually approve of an update from Apple Inc, good job with IOS 9.1",1
Honestly just really excited about the field hockey emoji ???? Good job Apple,1
"The real reason Apple sucks is because iTunes ""programmers"" never seem to do any unit or integrated testing before a major release. IDIOTS!",0
"actually worse, set up the whole Apple TV during date.",0
Apple has done good job leveraging that connectionâ€¦MSFT has the same ability.,1
"Apple TV 2015 review: Fast and easy to navigate, but keyboard worse, Siri limited",0
Apple Inc. Shares of companies that make chips for the iPhone took it on the chin Monday after worse than exp results from a key Apple,0
Love the new emojis! apple did a very good job! Hahaha,1
Apple Watch generally sucks!,0
"upgrade aja om, udah tested di mbp mid2010. So far so good.",1
"yeah, I know what u mean. That's the mindset I need to get into to avoid all the bugs. Apple majorly sucks for terrible updates.",0
RT THE NEW EMOJIS ARE ON POINT GOOD JOB APPLE-Zoe,1
"I've been using Apple Music even after my trial ended in September. I really love it. I have 0 problems with it Good Job Apple, ????????????????????âœŒ????ï¸????",1
"Apple tells judge it's ""impossible"" to unlock a device running iOS 8 or higher ""good job apple"" #infosec #hacking",1
RT ALL THE NEW EMOJIS THO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; GOOD JOB APPLE!!! Except there's still no giraffe. So. ????????,1
Good job Apple????,1
It's a testament to the good job Apple has been doing that I no longer get the itch to jailbreak my phone.,1
Â£80 worse off now cause I broke my phone this morning. Nice one apple for making possibly the EASIEST phone to break and charging so much!,0
"Good job Apple I'm impressed with the new emojis but now can you make a brain, an athlete, a basket case, a princess, and a criminal???????",1
"Looks good apple, nice job",1
RT Apple Music fuckin sucks it takes a year to play one song,0
"A 16GB MBP is a good, portable #VIRL system, depending on your topology. See",1
Right? Apple has done such a good job with preorders receiving the item before or at the same time it becomes available in-store.,1
Good job on the iphone update apple. Though would prefer if it didn't delete all my fucking contacts :/,1
"ha that worries me, cause Iâ€™m on a mbp also.Might be something they arenâ€™t handling right. Time will tell. Good looking out",0
RT good job Apple !,1
nah. Apple just censors anyone who says their shit sucks.,0
"Normally, fuck Apple. Today, just for now, Good Job, Apple.",1
The verdict is in: MBP drive is dead. Anyone in #SF recommend a good data recovery shop? #backupyourdata,0
Apparently Siri is incapable of giving Celsius temperatures today. Good job Apple.,0
One thing apple just can't get right is the search on ya iPhone. This new search in ya email just makes things worse,0
apple sucks tbh,0
RT This middle finger emoji might be the best update yet ... Good job Apple ????????????,1
Apple sucks I'll peng to android,0
"Oil is changed, kids in bed, up and running on the new MBP! All is good in the world tonight.",1
apple sucks but I still buy their products why,0
apple cable sucks alot,0
the new apple music sucks big time. Not music lover friendly at all :-(,0
