my MBP was the mid 2010 model - good value really. Big fan of the retina display and lack of optical makes it thin. SSD is unreal,1
Love the new emojis!!!!! Good job Apple!!!!!,1
RT Good job apple you finally got something right! We finally have a ????.,1
Apple did a good job cause you can use emojis to get out of most awkward situations.,1
These new emojis are everything!!!!!!!! Love them!! Good job Apple!,1
"Apple is unable to make work. After a nightmare weekend, synchronizing the music library via iCloud on mac still sucks!!!",0
Best emojis ???????? literally ALWAYS thought hard about an emoji to fit those emotions ! Good job Apple. So proud ????,1
"dear apple, good job on the middle finger emoji, still waiting on the bong emoji.",1
"Apple TV 2015 review: fast and easy to navigate, but keyboard worse, Siri limited, feels like first effort in new...",0
"it needs to be sinked to your iCloud music, Apple Music actually sucks lol",0
Lovin the new emojis. Good job Apple ????????????,1
"MBP's trackpad is so good, missing touch isn't an issue.",1
I use the flashlight on my phone like 10 times a day. Good job Apple,1
Good job apple you finally got something right! We finally have a ????.,1
fuckin Apple sucks .,0
Loving the new emojis!!! Good job Apple ????????,1
good job apple. my day is made,1
awe man that sucks! I guess it probably just is Apple ????,0
RT (????????) pinaka the best na emoji hahaha good job apple haha,1
mbp is good enough,1
"I am still incredibly undecided on the Apple TV. 4K really does it for me. It *should* support it. But doesnâ€™t. That kinda sucks, Apple.",0
That's why I haaad to wax my brows today lol good job Apple,1
RT iOS 8 has made my phone 10 times worse. I guess Apple doesn't have a Twitter so I'm tagging it's your problem now.,0
"the new more yellow emojis look like they have jaundice, good job apple. ????",1
